0,20,24,100000000,0,,
1,20,24,100000000,0,,
2,20,24,100000000,0,,
3,20,24,100000000,0,,
4,21,25,100000000,0,,
5,21,25,100000000,0,,
6,21,25,100000000,0,,
7,21,25,100000000,0,,
8,22,26,100000000,0,,
9,22,26,100000000,0,,
10,22,26,100000000,0,,
11,22,26,100000000,0,,
12,23,27,100000000,0,,
13,23,27,100000000,0,,
14,23,27,100000000,0,,
15,23,27,100000000,0,,
16,28,32,100000000,0,,
17,28,32,100000000,0,,
18,28,32,100000000,0,,
19,28,32,100000000,0,,
20,29,33,100000000,0,,
21,29,33,100000000,0,,
22,29,33,100000000,0,,
23,29,33,100000000,0,,
24,30,34,100000000,0,,
25,30,34,100000000,0,,
26,30,34,100000000,0,,
27,30,34,100000000,0,,
28,31,35,100000000,0,,
29,31,35,100000000,0,,
30,31,35,100000000,0,,
31,31,35,100000000,0,,
